web-scraper-order,web-scraper-start-url,link-selector,link-selector-href,product-base-price-selector,product-calorie-selector,product-fat-selector,product-carb-selector,product-price-kilo-selector,product-protein-selector
"1665144475-889","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Monin Chocolate cookie siroop","https://www.ah.nl/producten/product/wi521908/monin-chocolate-cookie-siroop","4.39","334 kcal (1398 kJ)","Vet0 g","Koolhydraten83.6 g","Prijs per LT € 17,56","Eiwitten0 g"
"1665144478-890","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","AH disp spuitzakken met mondjes","https://www.ah.nl/producten/product/wi413843/ah-disp-spuitzakken-met-mondjes","4.39","null","null","null","null","null"
"1665144480-891","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","AH Pistachenoten gezouten","https://www.ah.nl/producten/product/wi467590/ah-pistachenoten-gezouten","4.39","2645 kJ (640 kcal)","Vet54 g","Koolhydraten16 g","Prijs per KG € 12,54","Eiwitten20 g"
"1665144482-892","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","AH Glutenvrij Stroopwafels","https://www.ah.nl/producten/product/wi407845/ah-glutenvrij-stroopwafels","4.45","1815 kJ (432 kcal)","Vet16 g","Koolhydraten66 g","Prijs per KG € 18,54","Eiwitten4.5 g"
"1665144485-893","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Ferrero Rocher the golden experience","https://www.ah.nl/producten/product/wi50136/ferrero-rocher-the-golden-experience","4.45","2506 kJ (603 kcal)","Vet42.7 g","Koolhydraten44.4 g","Prijs per KG € 22,25","Eiwitten8.2 g"
"1665144487-894","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Stimorol Oral-b kauwgom pot peppermint","https://www.ah.nl/producten/product/wi480619/stimorol-oral-b-kauwgom-pot-peppermint","4.49","656 kJ (158 kcal)","Vet0.1 g","Koolhydraten63 g","Prijs per KG € 58,31","Eiwitten< 0.1 g"
"1665144489-895","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Sportlife Smashmint gum sugarfree","https://www.ah.nl/producten/product/wi502476/sportlife-smashmint-gum-sugarfree","4.49","768 kJ (184 kcal)","Vet0.8 g","Koolhydraten70 g","Prijs per KG € 39,39","Eiwitten0 g"
"1665144491-896","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Sportlife Frozn deepmint","https://www.ah.nl/producten/product/wi502456/sportlife-frozn-deepmint","4.49","776 kJ (186 kcal)","Vet0.7 g","Koolhydraten69 g","Prijs per KG € 41,57","Eiwitten0.5 g"
"1665144494-897","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Sportlife Extramint gum sugarfree","https://www.ah.nl/producten/product/wi502454/sportlife-extramint-gum-sugarfree","4.49","798 kJ (191 kcal)","Vet0.9 g","Koolhydraten70 g","Prijs per KG € 39,39","Eiwitten0 g"
"1665144496-898","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Streeckgenoten Twents cake kaneel","https://www.ah.nl/producten/product/wi452031/streeckgenoten-twents-cake-kaneel","4.49","1610 kJ (385 kcal)","Vet18 g","Koolhydraten51 g","Prijs per KG € 11,23","Eiwitten4 g"
"1665144498-899","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","AH Biologisch Cranberry's","https://www.ah.nl/producten/product/wi470032/ah-biologisch-cranberry-s","4.49","1390 kJ (330 kcal)","Vet2 g","Koolhydraten74 g","Prijs per KG € 22,45","Eiwitten0.5 g"
"1665144501-900","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","AH Biologisch Paranoten","https://www.ah.nl/producten/product/wi469388/ah-biologisch-paranoten","4.49","2920 kJ (710 kcal)","Vet70 g","Koolhydraten2 g","Prijs per KG € 18,71","Eiwitten14 g"
"1665144503-901","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","AH Gewelde abrikozen zonder pit","https://www.ah.nl/producten/product/wi164747/ah-gewelde-abrikozen-zonder-pit","4.49","993 kJ (235 kcal)","Vet0.5 g","Koolhydraten51 g","Prijs per KG € 8,98","Eiwitten3 g"
